"id.exposure","id.outcome","method","nsnp","b","se","ci_low","ci_upp","pval","steiger_filtered","outlier_filtered"
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","Simple mean",3,0.00181980660057866,0.000314878796318685,0.00120264415979404,0.00243696904136329,0.0286581793763302,FALSE,FALSE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","FE IVW",3,0.0019326146530825,0.000379531016189551,0.00118873386135098,0.00267649544481402,3.54095778702486e-07,FALSE,FALSE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","RE IVW",3,0.0019326146530825,0.000379531016189551,0.00118873386135098,0.00267649544481402,0.0364692996970586,FALSE,FALSE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","FE Egger",3,0.00155900295816387,0.00106130707293102,-0.000521158904780933,0.00363916482110867,0.141847390812142,FALSE,FALSE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","RE Egger",3,0.00155900295816387,0.00106130707293102,-0.000521158904780933,0.00363916482110867,0.380505259632461,FALSE,FALSE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","Simple mean",3,0.00181980660057866,0.000314878796318685,0.00120264415979404,0.00243696904136329,0.0286581793763302,FALSE,TRUE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","FE IVW",3,0.0019326146530825,0.000379531016189551,0.00118873386135098,0.00267649544481402,3.54095778702486e-07,FALSE,TRUE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","RE IVW",3,0.0019326146530825,0.000379531016189551,0.00118873386135098,0.00267649544481402,0.0364692996970586,FALSE,TRUE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","FE Egger",3,0.00155900295816387,0.00106130707293102,-0.000521158904780933,0.00363916482110867,0.141847390812142,FALSE,TRUE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","RE Egger",3,0.00155900295816387,0.00106130707293102,-0.000521158904780933,0.00363916482110867,0.380505259632461,FALSE,TRUE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","Simple mean",3,0.00181980660057866,0.000314878796318685,0.00120264415979404,0.00243696904136329,0.0286581793763302,TRUE,FALSE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","FE IVW",3,0.0019326146530825,0.000379531016189551,0.00118873386135098,0.00267649544481402,3.54095778702486e-07,TRUE,FALSE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","RE IVW",3,0.0019326146530825,0.000379531016189551,0.00118873386135098,0.00267649544481402,0.0364692996970586,TRUE,FALSE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","FE Egger",3,0.00155900295816387,0.00106130707293102,-0.000521158904780933,0.00363916482110867,0.141847390812142,TRUE,FALSE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","RE Egger",3,0.00155900295816387,0.00106130707293102,-0.000521158904780933,0.00363916482110867,0.380505259632461,TRUE,FALSE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","Simple mean",3,0.00181980660057866,0.000314878796318685,0.00120264415979404,0.00243696904136329,0.0286581793763302,TRUE,TRUE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","FE IVW",3,0.0019326146530825,0.000379531016189551,0.00118873386135098,0.00267649544481402,3.54095778702486e-07,TRUE,TRUE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","RE IVW",3,0.0019326146530825,0.000379531016189551,0.00118873386135098,0.00267649544481402,0.0364692996970586,TRUE,TRUE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","FE Egger",3,0.00155900295816387,0.00106130707293102,-0.000521158904780933,0.00363916482110867,0.141847390812142,TRUE,TRUE
"eqtl-a-ENSG00000036530","ukb-d-C_LYMPHOMA","RE Egger",3,0.00155900295816387,0.00106130707293102,-0.000521158904780933,0.00363916482110867,0.380505259632461,TRUE,TRUE
