"id.exposure","id.outcome","method","nsnp","b","se","ci_low","ci_upp","pval","steiger_filtered","outlier_filtered"
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","Simple mean",2,-0.000643563949249871,0.000186765389133646,-0.00100962411195182,-0.000277503786547925,0.179810952827634,FALSE,FALSE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","FE IVW",2,-0.000677008751004358,0.000141696907989982,-0.000954734690664723,-0.000399282811343993,1.77165924196616e-06,FALSE,FALSE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","RE IVW",2,-0.000677008751004358,0.000141696907989982,-0.000954734690664723,-0.000399282811343993,0.131347529940452,FALSE,FALSE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","Simple mean",2,-0.000643563949249871,0.000186765389133646,-0.00100962411195182,-0.000277503786547925,0.179810952827634,FALSE,TRUE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","FE IVW",2,-0.000677008751004358,0.000141696907989982,-0.000954734690664723,-0.000399282811343993,1.77165924196616e-06,FALSE,TRUE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","RE IVW",2,-0.000677008751004358,0.000141696907989982,-0.000954734690664723,-0.000399282811343993,0.131347529940452,FALSE,TRUE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","Simple mean",2,-0.000643563949249871,0.000186765389133646,-0.00100962411195182,-0.000277503786547925,0.179810952827634,TRUE,FALSE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","FE IVW",2,-0.000677008751004358,0.000141696907989982,-0.000954734690664723,-0.000399282811343993,1.77165924196616e-06,TRUE,FALSE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","RE IVW",2,-0.000677008751004358,0.000141696907989982,-0.000954734690664723,-0.000399282811343993,0.131347529940452,TRUE,FALSE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","Simple mean",2,-0.000643563949249871,0.000186765389133646,-0.00100962411195182,-0.000277503786547925,0.179810952827634,TRUE,TRUE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","FE IVW",2,-0.000677008751004358,0.000141696907989982,-0.000954734690664723,-0.000399282811343993,1.77165924196616e-06,TRUE,TRUE
"eqtl-a-ENSG00000065600","ukb-d-C_LYMPHOMA","RE IVW",2,-0.000677008751004358,0.000141696907989982,-0.000954734690664723,-0.000399282811343993,0.131347529940452,TRUE,TRUE
